,song_title,artists,song_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time signature
2814,Wasted (feat. Lil Uzi Vert),"['Juice WRLD', 'Lil Uzi Vert']",spotify:track:3VFZTYhwAsxTDTiHlm3n1k,0.78,0.492,5.0,-3.4,0.0,0.0671,0.0643,0.0313,0.174,0.374,143.983,94246.0,4.0
2815,Trippin' (feat. Khalid),"['Buddy', 'Khalid']",spotify:track:0cMjaVjMi6VPn1mkWPGKka,0.769,0.627,7.0,-4.064,1.0,0.262,0.394,0.0,0.106,0.49,157.938,164038.0,4.0
2816,In My Feelings,['Drake'],spotify:track:0bAkKNCQfWkexHFn7fIKns,0.791,0.581,1.0,-7.75,0.0,0.079,0.00792,0.0,0.141,0.13,99.034,232727.0,4.0
2817,Rich Sex (feat. Lil Wayne),"['Nicki Minaj', 'Lil Wayne']",spotify:track:7kph8uPhOXHMfKzPJvIeah,0.674,0.506,6.0,-10.532,1.0,0.0434,0.173,0.0,0.0866,0.183,145.965,259333.0,4.0
2818,Life Goes On,"['Lil Baby', 'Gunna', 'Lil Uzi Vert']",spotify:track:2bSk87AVkCIIC3Bcligq1z,0.908,0.638,10.0,-6.663,0.0,0.221,0.137,1.41e-05,0.22,0.388,130.007,197307.0,4.0
2819,Japan 88,"['88rising', 'Famous Dex', 'Keith Ape', 'Verbal']",spotify:track:2AJlEaACYHQMYxXlRMdLM6,0.833,0.539,11.0,-7.399,0.0,0.178,0.163,2.1e-06,0.101,0.385,99.947,149520.0,4.0
2820,Plain Jane REMIX (feat. Nicki Minaj),"['A$AP Ferg', 'Nicki Minaj']",spotify:track:2YzmfPLqUx5CJOaw5ThsBV,0.837,0.636,1.0,-7.643,1.0,0.086,0.0395,0.00125,0.342,0.274,145.972,288624.0,4.0
2821,COOLEST MONKEY IN THE JUNGLE,"['Ski Mask The Slump God', 'SahBabii']",spotify:track:1D23GEeQ32aqLw5ZnY3Ivp,0.89,0.607,9.0,-6.916,0.0,0.124,0.158,0.000228,0.118,0.224,134.022,233040.0,4.0
2822,What's the Use?,['Mac Miller'],spotify:track:5fyqqaqTmcNDixYABJO99I,0.858,0.406,9.0,-9.404,1.0,0.649,0.128,0.0,0.375,0.596,155.918,236947.0,4.0
2823,FEFE (feat. Nicki Minaj & Murda Beatz),"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",spotify:track:2E124GmJRnBJuXbTb4cPUB,0.863,0.77,8.0,-3.832,0.0,0.104,0.105,0.0,0.0499,0.798,103.932,151275.0,4.0
2824,SICKO MODE,['Travis Scott'],spotify:track:2xLMifQCjDGFmkHkpNLD9h,0.71,0.888,2.0,-6.457,1.0,0.235,0.0591,0.0,0.134,0.816,170.193,225987.0,4.0
2825,1942 (feat. Yo Gotti & YBN Nahmir),"['G-Eazy', 'Yo Gotti', 'YBN Nahmir']",spotify:track:794QVQtFNy7hvtjQP1keQd,0.862,0.618,2.0,-4.209,1.0,0.312,0.0121,0.0,0.108,0.234,160.001,173684.0,4.0
2826,Do Not Disturb (feat. Lil Yachty & Offset),"['Smokepurpp', 'Murda Beatz', 'Lil Yachty', 'Offset']",spotify:track:08zAFXhfyIxq9359NHksdP,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,213594.0,4.0
2827,Barbie Dreams,['Nicki Minaj'],spotify:track:6Poyf51k7W3NKnsGwAI90B,0.79,0.596,5.0,-5.084,0.0,0.353,0.0477,7.57e-06,0.128,0.336,202.2,156832.0,4.0
2828,Spin The Block (feat. Future),"['Lil Durk', 'Future']",spotify:track:3escY3t7D5X8ZlSRYtFW9C,0.95,0.573,0.0,-6.31,1.0,0.138,0.00306,0.0,0.0887,0.549,120.032,121000.0,4.0
2829,The Ringer,['Eminem'],spotify:track:2jt2WxXMCD4zjACthkJQVE,0.911,0.721,10.0,-4.833,0.0,0.28,0.0364,0.0,0.111,0.69,104.11,297546.0,4.0
2830,I Love It (& Lil Pump),"['Kanye West', 'Lil Pump']",spotify:track:4S8d14HvHb70ImctNgVzQQ,0.894,0.49,11.0,-8.972,0.0,0.0738,0.109,0.000559,0.178,0.813,136.194,169101.0,4.0
2831,Lucky You (feat. Joyner Lucas),"['Eminem', 'Joyner Lucas']",spotify:track:60SdxE8apGAxMiRrpbmLY0,0.862,0.647,10.0,-5.485,1.0,0.251,0.00526,0.0,0.112,0.254,139.851,157714.0,4.0
2832,REEL IT IN,['Aminé'],spotify:track:5qHirGR7M9tdm6C17DlzSY,0.883,0.544,2.0,-7.92,1.0,0.233,0.507,1.6e-06,0.08,0.114,129.993,276794.0,4.0
2833,Sin (feat. Jaden Smith),"['Young Thug', 'Jaden']",spotify:track:1Jl21sidRpEdlVBvYbssLx,0.921,0.748,1.0,-5.093,1.0,0.13,0.00908,0.0,0.0798,0.801,139.979,162886.0,4.0
2834,"Nervous (feat. Lil Baby, Jay Critch & Rich the Kid)","['Famous Dex', 'Jay Critch', 'Lil Baby', 'Rich The Kid']",spotify:track:0n22yqkitWec0PV6tibWEO,0.776,0.574,8.0,-6.03,1.0,0.197,0.00223,0.0,0.267,0.591,100.162,202200.0,4.0
2835,151 Rum,['JID'],spotify:track:5NiqIB4BwRpoU1V6U195OU,0.792,0.743,7.0,-2.806,1.0,0.0851,0.107,0.0,0.183,0.742,150.024,195637.0,4.0
2836,APESHIT,['The Carters'],spotify:track:62GXGpd73vslqIBHq8XqOx,0.934,0.408,1.0,-9.322,1.0,0.348,0.0142,0.0,0.339,0.416,95.977,201176.0,4.0
2837,YSIV,['Logic'],spotify:track:3irKogkH8P1B1nONmEcHgY,0.797,0.64,11.0,-6.272,0.0,0.194,0.148,0.0,0.209,0.486,100.002,170053.0,4.0
2838,Let It Fly (feat. Travis Scott),"['Lil Wayne', 'Travis Scott']",spotify:track:0CBQ0m3mufWH75LTYB3s6h,0.966,0.563,8.0,-5.764,1.0,0.0618,0.00202,0.0,0.105,0.363,104.991,173926.0,4.0
2839,Tints (feat. Kendrick Lamar),"['Anderson .Paak', 'Kendrick Lamar']",spotify:track:1gnwGVoG7V08vMX3hyr90x,0.921,0.46,9.0,-9.897,1.0,0.491,0.0587,0.0,0.0929,0.427,134.014,177319.0,4.0
2840,MIA (feat. Drake),"['Bad Bunny', 'Drake']",spotify:track:116H0KvKr2Zl4RPuVBruDO,0.908,0.517,1.0,-6.063,1.0,0.129,0.0361,1.73e-06,0.0949,0.471,136.019,113013.0,4.0
2841,CAN'T GET OVER YOU (feat. Clams Casino),"['Joji', 'Clams Casino']",spotify:track:7ewESHEg3P3JN66IcWwDho,0.876,0.662,2.0,-6.482,0.0,0.426,0.0608,0.0,0.127,0.844,75.445,163320.0,4.0
2842,Mona Lisa (feat. Kendrick Lamar),"['Lil Wayne', 'Kendrick Lamar']",spotify:track:0dbTQYW3Ad1FTzIA9t90E8,0.813,0.586,2.0,-10.478,1.0,0.379,0.0547,0.0,0.238,0.798,160.043,186517.0,4.0
2843,Multi Millionaire (feat. Lil Uzi Vert),"['Lil Pump', 'Lil Uzi Vert']",spotify:track:7q8cy4uoA2itYATsKeXhcq,0.841,0.64,1.0,-4.57,0.0,0.1,0.0476,0.0,0.117,0.466,145.073,195384.0,4.0
2844,Astronauts,"['Future', 'Juice WRLD']",spotify:track:2vs5ubqg8QUbfyWZpMfvWe,0.423,0.631,1.0,-7.64,1.0,0.0933,0.0951,1.09e-06,0.0962,0.246,78.706,224613.0,5.0
2845,Casper,['Takeoff'],spotify:track:1B4gJRq61xTs6r1O0Uq2iY,0.792,0.454,9.0,-6.753,1.0,0.458,0.00422,0.0,0.285,0.674,161.993,202963.0,4.0
2846,Don't Come Out The House (with 21 Savage),"['Metro Boomin', '21 Savage']",spotify:track:1m6lqaLvUTxPjOo98fJH8U,0.722,0.764,10.0,-5.656,0.0,0.398,0.145,0.0,0.171,0.796,139.831,245413.0,4.0
2847,Coach Cartier (feat. Famous Dex),"['A$AP Ferg', 'Famous Dex']",spotify:track:5t6TLAir3OS0dal0B5PaZU,0.826,0.579,8.0,-8.241,0.0,0.0801,0.00881,0.0,0.129,0.431,121.075,212013.0,4.0
2848,Off Deez (with J. Cole),"['JID', 'J. Cole']",spotify:track:7hmAf3bxD3xRGj9pShrLlT,0.554,0.498,9.0,-8.866,1.0,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067.0,4.0
2849,Gucci Cologne,['K$upreme'],spotify:track:1uZBdxLV9W8WvVBor1AjpD,0.925,0.628,6.0,-7.587,1.0,0.131,0.0604,0.0,0.358,0.81,120.021,222533.0,4.0
2850,Taste (feat. Offset),"['Tyga', 'Offset']",spotify:track:5IaHrVsrferBYDm0bDyABy,0.901,0.676,2.0,-7.033,1.0,0.251,0.0646,0.0,0.0863,0.452,85.018,148278.0,4.0
2851,Armed And Dangerous,['Juice WRLD'],spotify:track:6SAKXCj5jyF6IgPCPbZ5ra,0.796,0.467,11.0,-6.293,1.0,0.34,0.202,3.32e-05,0.206,0.4,179.974,173760.0,3.0
2852,Watch Out,['2 Chainz'],spotify:track:22DKsoYFV5npPXmnPpXL7i,0.703,0.594,5.0,-6.146,0.0,0.0752,0.342,0.0,0.123,0.475,153.848,114893.0,4.0
2853,Dip Swagg Dip,"['10k.Caash', 'Lil Boom']",spotify:track:0Yw21kO6MC5mjxlv3v10G4,0.636,0.675,5.0,-4.798,0.0,0.0524,0.0075,0.0,0.0707,0.716,151.007,181760.0,4.0
2854,Sunflower - Spider-Man: Into the Spider-Verse,"['Post Malone', 'Swae Lee']",spotify:track:1A6OTy97kk0mMdm78rHsm8,0.842,0.743,7.0,-4.43,1.0,0.329,0.00531,3.69e-06,0.151,0.622,180.917,149880.0,4.0
2855,Take One,['Kodak Black'],spotify:track:6fI3tBVND8zUXZi9rr2Yps,0.75,0.502,10.0,-7.184,1.0,0.31,0.238,0.0,0.106,0.301,82.54,234730.0,4.0
2856,Mo Bamba,['Sheck Wes'],spotify:track:1xzBco0xcoJEDXktl7Jxrr,0.918,0.837,1.0,-6.792,1.0,0.255,0.234,0.0,0.227,0.855,120.017,236000.0,4.0
2857,Mia Khalifa,['iLOVEFRiDAY'],spotify:track:4iZC3zbvagtT4UbvuwH7fQ,0.824,0.524,1.0,-6.429,1.0,0.119,0.0643,0.0,0.295,0.143,140.019,250653.0,4.0
2858,Switch It Up,"['Lavaado', 'Cub$kout']",spotify:track:0Xq3TsWq8bCm7myxpBm0rh,0.724,0.573,7.0,-4.113,1.0,0.0549,0.118,0.0,0.538,0.438,113.088,135920.0,4.0
2859,ZEZE (feat. Travis Scott & Offset),"['Kodak Black', 'Offset', 'Travis Scott']",spotify:track:7l3E7lcozEodtVsSTCkcaA,0.872,0.814,0.0,-4.568,1.0,0.155,0.00485,1.96e-06,0.214,0.57,98.985,199427.0,4.0
2860,Gimme The Loot,['Big Baby Tape'],spotify:track:5NlUfFPL2z3RWAXy8NcRs8,0.468,0.516,7.0,-10.006,1.0,0.36,0.439,0.000735,0.382,0.535,160.062,302355.0,4.0
2861,Westbrook (with A$AP Ferg),"['JID', 'A$AP Ferg']",spotify:track:4Qj8gCa5dnj86sL0WIKdfa,0.648,0.713,9.0,-4.696,0.0,0.855,0.184,0.0,0.145,0.627,196.558,175853.0,4.0
2862,Uproar,"['Lil Wayne', 'Swizz Beatz']",spotify:track:3wScL5W8H40zzCKN0atfBk,0.974,0.596,6.0,-8.888,1.0,0.184,0.0976,0.0,0.151,0.892,111.959,149040.0,4.0
2863,TIC TOC,"['6ix9ine', 'Lil Baby']",spotify:track:4m5Cd9kAbIxg6t9sMrQWtk,0.577,0.854,11.0,-4.13,1.0,0.262,0.0728,0.0,0.337,0.624,84.08,241424.0,4.0
2864,BAD!,['XXXTENTACION'],spotify:track:22An65gG31JLf9n18qjdhZ,0.874,0.552,1.0,-7.951,1.0,0.271,0.000786,0.286,0.144,0.521,147.043,238027.0,4.0
2865,MoshPit (feat. Juice WRLD),"['Kodak Black', 'Juice WRLD']",spotify:track:6RWa3fCOR5QQrQ9A3Wd3KR,0.745,0.642,7.0,-6.257,0.0,0.287,0.0204,0.0,0.0658,0.226,179.974,131280.0,4.0
2866,Tetris,['Derek King'],spotify:track:566MMmfMJwlR7oQgRyW2w8,0.831,0.502,10.0,-4.045,0.0,0.046,0.101,0.0,0.122,0.101,100.541,205427.0,4.0
2867,Sky Walker (feat. Travis Scott),"['Miguel', 'Travis Scott']",spotify:track:5WoaF1B5XIEnWfmb5NZikf,0.542,0.674,6.0,-4.169,1.0,0.21,0.0588,0.0,0.0955,0.667,76.388,196760.0,4.0
2868,Boca Raton (with A$AP Ferg),"['Bas', 'A$AP Ferg']",spotify:track:72ic9IhRix05fIkRzGGMXD,0.691,0.524,1.0,-7.268,0.0,0.373,0.00326,0.0,0.0965,0.484,141.86,135387.0,4.0
2869,Wow.,['Post Malone'],spotify:track:6MWtB6iiXyIwun0YzU6DFP,0.499,0.8,1.0,-2.665,0.0,0.0502,0.0906,0.0,0.147,0.272,139.919,229573.0,4.0
2870,a lot,['21 Savage'],spotify:track:2t8yVaLvJ0RenpXUIAC52d,0.548,0.653,5.0,-3.875,1.0,0.081,0.456,0.0,0.103,0.163,150.068,174853.0,4.0
2871,monster,['21 Savage'],spotify:track:2FUNBaa5DwItJtYEBgAblU,0.758,0.522,1.0,-4.717,1.0,0.211,0.0822,0.0,0.59,0.304,158.042,202578.0,4.0
2872,Zone 6 (Remix) (feat. Future & 6LACK),"['Young Nudy', 'Future', '6LACK']",spotify:track:2tbIldU1Cfdpat40wyJKkn,0.657,0.876,11.0,-6.719,0.0,0.348,0.0284,0.0,0.343,0.717,139.835,231187.0,4.0
2873,Floss In The Bank,['Tyga'],spotify:track:1dYovbTTxX5lGJVEdEStm3,0.854,0.554,8.0,-4.684,1.0,0.172,0.769,1.84e-06,0.0749,0.272,142.069,163121.0,4.0
2874,Keanu Reeves,['Logic'],spotify:track:25F6MWrnFBCXVnpN4n76EK,0.72,0.768,6.0,-3.804,0.0,0.285,0.176,0.0,0.118,0.709,90.173,274667.0,4.0
2875,Gong Xi Fa Cai,['Higher Brothers'],spotify:track:28IT9vhgVb7HEv3kPwS8Ub,0.787,0.73,11.0,-6.788,0.0,0.35,0.0276,0.00157,0.0828,0.739,159.825,220293.0,4.0
2876,MIDDLE CHILD,['J. Cole'],spotify:track:2JvzF1RMd7lE3KmFlsyZD8,0.8,0.545,0.0,-6.74,1.0,0.0765,0.0313,5.07e-05,0.0929,0.458,99.981,243332.0,4.0
2877,Bae,['O.T. Genasis'],spotify:track:0MSO8zh09EAFtZz1E9jOEh,0.836,0.747,1.0,-3.368,0.0,0.136,0.339,0.0,0.0739,0.758,84.435,143296.0,4.0
2878,Drop Out,['Lil Pump'],spotify:track:1O01cSag3DaCGneWQgPBL4,0.862,0.685,0.0,-7.699,0.0,0.242,0.0342,0.0,0.204,0.672,100.024,172800.0,4.0
2879,"Thotiana (feat. Cardi B, YG) [Remix]","['Blueface', 'Cardi B', 'YG']",spotify:track:1JkrD47SDpAbyvqKtolcea,0.695,0.806,6.0,-2.902,1.0,0.0358,0.00261,0.000826,0.0764,0.485,160.028,198893.0,4.0
2880,Block Game,['Rozwell'],spotify:track:0P6TBQ3ExMM4XQL12rYNKA,0.761,0.586,0.0,-5.368,1.0,0.359,0.0392,0.0,0.0558,0.719,149.804,169147.0,4.0
2881,Do It Like Me (feat. JID),"['Higher Brothers', 'JID']",spotify:track:6wmtkJ9v4aEWNAQ38inzxJ,0.769,0.787,11.0,-3.909,1.0,0.367,0.189,0.0,0.129,0.836,126.77,159715.0,4.0
2882,How Did I Get Here (feat. J. Cole),"['Offset', 'J. Cole']",spotify:track:32iPykTXUNZ9oGyACGUybq,0.775,0.412,2.0,-11.789,1.0,0.141,0.403,0.0,0.148,0.658,139.967,312000.0,4.0
2883,Neighbor (feat. Travis Scott),"['Juicy J', 'Travis Scott']",spotify:track:2iicKPnvOKfbJZJZtuQnjy,0.734,0.765,5.0,-6.047,1.0,0.0571,0.243,0.0,0.101,0.512,156.04,215385.0,4.0
2884,I'm Sayin' (feat. Rich Homie Quan),"['Omarion', 'Rich Homie Quan']",spotify:track:1GPWHf45DwSziB91p9Phbm,0.899,0.509,9.0,-8.04,1.0,0.387,0.00157,0.0,0.0573,0.599,150.001,225924.0,4.0
2885,Leave Me Alone,['Flipp Dinero'],spotify:track:14mHfNsSHN0FbLftyjrV9g,0.896,0.586,10.0,-6.687,0.0,0.0559,0.104,0.0,0.79,0.642,116.971,196653.0,4.0
2886,I'm Good,['YG'],spotify:track:3KJ7btrsyVPy2VJXBElxq6,0.881,0.457,7.0,-8.191,0.0,0.156,0.0327,0.0,0.231,0.296,136.97,198913.0,4.0
2887,Wow. - Remix,"['Post Malone', 'Roddy Ricch', 'Tyga']",spotify:track:3IKRHd9ihUdGffgz4Mbgv0,0.769,0.429,1.0,-15.592,1.0,0.0581,0.116,6.47e-05,0.0666,0.567,143.94,165875.0,4.0
2888,Freaky,['Tory Lanez'],spotify:track:0NJp8GyCOWnQh71xKSPfuV,0.651,0.631,6.0,-5.717,0.0,0.0896,0.519,0.000579,0.165,0.35,127.994,154424.0,4.0
2889,Robotics,['ZaeHD & CEO'],spotify:track:67LgGRNGmLw8tqJ7QGsPgW,0.676,0.609,2.0,-5.831,0.0,0.481,0.0706,0.0,0.152,0.508,142.037,237735.0,4.0
2890,Old Town Road,['Lil Nas X'],spotify:track:53CJANUxooaqGOtdsBTh7O,0.919,0.591,11.0,-6.704,1.0,0.273,0.183,0.0,0.109,0.903,144.992,175412.0,4.0
2891,Suge,['DaBaby'],spotify:track:2gwkD6igEhQbDQegRCcdoB,0.809,0.545,7.0,-6.678,1.0,0.0735,0.392,0.0,0.151,0.244,97.008,180435.0,4.0
2892,Walk (Remix),"['Comethazine', 'A$AP Rocky']",spotify:track:35l8ivgXiWiDCv7TCZ50Da,0.848,0.745,6.0,-3.052,0.0,0.221,0.0949,0.0,0.0796,0.516,137.024,170227.0,4.0
2893,Bang Bang (feat. YoungBoy Never Broke Again),"['Shy Glizzy', 'YoungBoy Never Broke Again']",spotify:track:0Vic0xYJQv9sU1mS7gqwHp,0.852,0.752,1.0,-5.793,1.0,0.0597,0.0169,0.0,0.394,0.389,89.95,216600.0,4.0
2894,"Left Hand (feat. Joey Bada$$, Flatbush Zombies, The Underachievers, Kirk Knight, Nyck Caution, CJ Fly)","['Beast Coast', 'Joey Bada$$', 'Flatbush Zombies', 'The Underachievers', 'Kirk Knight', 'Nyck Caution', 'CJ Fly']",spotify:track:4gLMgxa0xd3jPT64lcmpPR,0.655,0.79,3.0,-6.006,0.0,0.0445,0.00655,0.0,0.259,0.705,136.111,240091.0,4.0
2895,Nephew (feat. Lil Pump),"['Smokepurpp', 'Lil Pump']",spotify:track:0ibOcbkp2XG46Do8jcy0bL,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721.0,4.0
2896,Homicide,"['Logic', 'Eminem']",spotify:track:0Lw6aQcBFWTQ9m4MSwwwes,0.808,0.745,10.0,-5.26,0.0,0.342,0.145,0.0,0.292,0.829,165.995,210800.0,4.0
2897,I THINK,"['Tyler, The Creator']",spotify:track:4f8Mh5wuWHOsfXtzjrJB3t,0.742,0.553,8.0,-8.98,1.0,0.419,0.389,0.0,0.0694,0.508,84.931,209440.0,4.0
2898,EARFQUAKE,"['Tyler, The Creator']",spotify:track:5hVghJ4KaYES3BFUATCYn0,0.823,0.552,4.0,-7.57,0.0,0.324,0.0174,0.0,0.122,0.418,124.038,205760.0,4.0
2899,SPEEDBOAT,['Denzel Curry'],spotify:track:4pUPQdgJowFjxb895tr437,0.882,0.573,1.0,-6.052,1.0,0.237,0.0333,0.0,0.316,0.483,77.977,199707.0,4.0
2900,Tap (feat. Meek Mill),"['NAV', 'Meek Mill']",spotify:track:5rU6kDNXZLXIinFezpbWbO,0.604,0.57,7.0,-4.093,0.0,0.0331,0.104,0.0,0.178,0.618,140.06,227680.0,4.0
2901,Momma I Hit A Lick (feat. Kendrick Lamar),"['2 Chainz', 'Kendrick Lamar']",spotify:track:7jKUnzzOGhAlPjr7LkIUlE,0.804,0.528,1.0,-3.231,1.0,0.378,0.125,0.0,0.41,0.321,138.005,184440.0,4.0
2902,Panini,['Lil Nas X'],spotify:track:6fTt0CH2t0mdeB2N9XFG5r,0.792,0.743,7.0,-2.806,1.0,0.0851,0.107,0.0,0.183,0.742,150.024,195637.0,4.0
2903,Wrongest Way,['Sonny'],spotify:track:1zVJkzmZ6dP6PST0zVDLVr,0.922,0.673,5.0,-6.416,0.0,0.15,0.459,0.0,0.12,0.702,133.998,214985.0,4.0
2904,Stop Snitchin,['YG'],spotify:track:5IjRKZlpKVBBRn0COL7pik,0.803,0.759,7.0,-4.692,0.0,0.0494,0.00509,0.0,0.0921,0.284,104.0,213308.0,4.0
2905,Bad Idea (feat. Chance the Rapper),"['Cordae', 'Chance the Rapper']",spotify:track:5u431x19PX588bk9XGlwN8,0.68,0.58,9.0,-7.641,0.0,0.287,0.0264,0.0,0.0518,0.636,79.847,186304.0,4.0
2906,Isis,"['Joyner Lucas', 'Logic']",spotify:track:36TO60sxDduIsO3xH8IcUh,0.859,0.6,7.0,-4.63,0.0,0.301,0.071,0.0,0.353,0.568,123.017,244761.0,4.0
2907,Let's Get It (feat. Ty Dolla $ign and Wiz Khalifa),"['Ca$h Out', 'Ty Dolla $ign', 'Wiz Khalifa']",spotify:track:2P6rNkU42GeYsUYc3rzZFQ,0.735,0.369,9.0,-9.682,0.0,0.0688,0.334,0.0,0.126,0.235,140.004,222997.0,4.0
2908,Father Stretch My Hands Pt. 1,['Kanye West'],spotify:track:4KW1lqgSr8TKrvBII0Brf8,0.802,0.591,8.0,-4.895,1.0,0.225,0.0104,0.0,0.196,0.309,139.864,157712.0,4.0
2909,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),"['Megan Thee Stallion', 'Ty Dolla $ign', 'Nicki Minaj']",spotify:track:5N1o6d8zGcSZSeMFkOUQOk,0.935,0.336,9.0,-12.571,1.0,0.387,0.0632,0.0,0.0649,0.837,132.013,116062.0,4.0
2910,IF YOU PRAY RIGHT,['BROCKHAMPTON'],spotify:track:5smpR8TVfiPxywEHr1NbJK,0.903,0.539,9.0,-8.565,1.0,0.367,0.0889,0.0,0.305,0.758,139.926,179493.0,4.0
2911,RNP (feat. Anderson .Paak),"['Cordae', 'Anderson .Paak']",spotify:track:4vRaGGiQN6l2LiQxSFg6ZP,0.467,0.879,5.0,-4.372,0.0,0.483,0.373,0.0,0.274,0.795,172.783,133995.0,4.0
2912,Bad Bad Bad (feat. Lil Baby),"['Young Thug', 'Lil Baby']",spotify:track:1GeNui6m825V8jP4uKiIaH,0.894,0.307,1.0,-8.941,0.0,0.115,0.173,0.0,0.0831,0.48,120.001,242000.0,4.0
2913,Rawstarr 'Til I Die,['Psychedelic Boyz'],spotify:track:6jZBYN0CFwshqb6i3m4HOL,0.772,0.634,10.0,-6.101,0.0,0.212,0.135,0.0,0.432,0.671,160.052,210261.0,4.0
2914,Sup Mate (feat. Future),"['Young Thug', 'Future']",spotify:track:0zNHMc1cGKe4MO5rtGtKRh,0.766,0.498,7.0,-10.147,0.0,0.0519,0.00195,0.0,0.306,0.496,104.006,121010.0,4.0
2915,Ransom,['Lil Tecca'],spotify:track:1kBbgxAUc4HQv7cgIayIDH,0.771,0.654,8.0,-6.976,0.0,0.298,0.055,0.0,0.214,0.573,155.047,224955.0,4.0
2916,Money In The Grave (Drake ft. Rick Ross),"['Drake', 'Rick Ross']",spotify:track:5ry2OE6R2zPQFDO85XkgRb,0.655,0.441,9.0,-5.245,0.0,0.0629,0.474,0.0,0.099,0.273,139.957,225857.0,4.0
2917,Enemies (feat. DaBaby),"['Post Malone', 'DaBaby']",spotify:track:6UFEJuDXQMWhL5UH5f9fUR,0.384,0.598,10.0,-8.216,0.0,0.153,0.168,0.0,0.61,0.365,82.455,174333.0,4.0
2918,Senorita,['Lil Tecca'],spotify:track:2RzrydXnD7wIXCJYQ1Z4jz,0.944,0.538,11.0,-6.805,1.0,0.389,0.0809,0.0,0.213,0.507,124.962,248002.0,4.0
2919,Take What You Want (feat. Ozzy Osbourne & Travis Scott),"['Post Malone', 'Ozzy Osbourne', 'Travis Scott']",spotify:track:4Yq3XUNfWrAPWuB94qkC09,0.84,0.692,8.0,-5.399,1.0,0.0356,0.00181,0.0,0.344,0.145,100.046,155913.0,4.0
2920,Goodbyes (feat. Young Thug),"['Post Malone', 'Young Thug']",spotify:track:5E1jEFXElio2eOxjJ3WLnk,0.715,0.649,2.0,-11.294,1.0,0.109,0.036,0.0199,0.0795,0.478,100.077,212107.0,4.0
2921,Digital,['IDK'],spotify:track:7GcbUQUvw2TIfmDfya8Jgv,0.834,0.454,1.0,-9.75,0.0,0.201,0.321,6.15e-06,0.114,0.837,81.618,247059.0,4.0
2922,LaLa Challenge,['EARTHGANG'],spotify:track:27sK7RJ0Py17Vz43OBDxYD,0.903,0.327,1.0,-9.727,1.0,0.0877,0.26,0.011,0.108,0.274,100.008,106000.0,4.0
2923,Behind Barz - Bonus,['Drake'],spotify:track:4B7fTyj1FIPvP9tT5X3DnR,0.716,0.537,0.0,-7.648,0.0,0.0514,0.233,0.0,0.157,0.28,129.979,165978.0,4.0
2924,Family and Loyalty,"['Gang Starr', 'J. Cole']",spotify:track:5tHf0v419Ia09AS9sEK6iF,0.923,0.604,11.0,-6.671,0.0,0.245,0.017,0.0,0.272,0.826,145.062,139741.0,4.0
2925,Dance (A$$) Remix,"['Big Sean', 'Nicki Minaj']",spotify:track:3ZAMtgYJFoHwJjFkhkXqKr,0.875,0.443,1.0,-7.461,1.0,0.143,0.173,3.24e-05,0.0891,0.306,100.012,163800.0,4.0
2926,Tequila Sunrise (feat. AUGUST 08 & GoldLink),"['88rising', 'Jackson Wang', 'Higher Brothers', 'AUGUST 08', 'GoldLink']",spotify:track:121bJml1xjrfnZuk2yPsLG,0.746,0.69,11.0,-7.956,1.0,0.164,0.247,0.0,0.101,0.497,89.977,181733.0,4.0
2927,THERE HE GO,['DaBaby'],spotify:track:0pegcONe6MuDQRoPCtCBRf,0.904,0.723,11.0,-5.224,0.0,0.26,0.0631,0.0,0.185,0.835,145.013,227478.0,4.0
2928,INTRO,['DaBaby'],spotify:track:77KMttn3Lic7ZQKDlPqp8v,0.761,0.518,0.0,-8.871,1.0,0.134,0.244,3.47e-05,0.107,0.522,133.976,261493.0,4.0
2929,Bottom Bitch,['Doja Cat'],spotify:track:1gbN2eRl4SfFe0zF47bSpq,0.676,0.82,7.0,-5.217,1.0,0.0554,0.0493,0.0,0.615,0.618,152.028,199250.0,4.0
2930,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)","['Dreamville', 'JID', 'Bas', 'J. Cole', 'EARTHGANG', 'Young Nudy']",spotify:track:36J0iaPDGbYGsHvYpaYs3k,0.945,0.582,11.0,-8.357,0.0,0.0719,0.114,0.0,0.103,0.907,108.025,168906.0,4.0
2931,BOP,['DaBaby'],spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN,0.719,0.648,3.0,-7.6,0.0,0.125,0.2,0.0,0.127,0.66,140.201,123263.0,4.0
2932,Just Keep Goin',['tobi lou'],spotify:track:65lskbT8WoXr7GT3YVjRqW,0.713,0.793,2.0,-5.277,1.0,0.397,0.271,0.0,0.727,0.203,71.724,196946.0,4.0
2933,Buff Baby,['tobi lou'],spotify:track:1F1QmI8TMHir9SUFrooq5F,0.618,0.632,11.0,-6.973,1.0,0.346,0.0526,0.0,0.353,0.319,81.446,306257.0,4.0
